date,temperature,humidity,wind_speed,pressure
2020-01-01,18.19541225197479,49.81896506033891,17.204235106057496,1072.3673616789747
2020-01-02,26.875458742981536,56.364975418192266,18.314592121916014,925.1569430732173
2020-01-03,34.14410148146922,25.745419346244542,14.799312202699797,925.2836532003884
2020-01-04,29.529305338267452,75.04575966120282,15.2010888933794,1042.691036925592
2020-01-05,37.47985461741378,87.30117869738046,17.05879263265792,1036.9511689569756
2020-01-06,31.975838661397376,53.05778837102654,11.47033059666208,1030.112345241878
2020-01-07,31.028636239766676,71.69985091600063,12.078848969286657,1032.3069965900781
2020-01-08,5.183966583136828,63.88153170672586,1.440909924467919,1062.298262877127
2020-01-09,7.2438499583920635,77.79013563171367,15.014234722170317,911.9365895636944
2020-01-10,33.46794817563383,80.80295374868307,13.205074427617483,984.5984635228627
2020-01-11,1.3921065270837252,20.100275525410318,10.4385260506726,1047.5281654448831
2020-01-12,6.027129169389842,48.106380008893424,18.97375443989185,938.747546439269
2020-01-13,36.260300448579294,52.59821901499301,13.868282257597889,1068.4262327235629
2020-01-14,29.632257173808256,71.6646128438664,2.5091583176527466,1097.1424870581207
2020-01-15,24.27304362532145,34.32353326288413,9.695014366774355,966.5307320980268
2020-01-16,2.971740193666803,26.47522332320165,1.26626708428478,901.7064759837286
2020-01-17,20.201345860416325,81.94609372753574,7.830018130463823,924.1568554817335
2020-01-18,1.45761365348553,86.52385217638047,1.669266281232178,974.4926007929299
2020-01-19,0.9979676225947554,74.17321168712192,13.696150848747731,976.5675499322709
2020-01-20,35.80401502454215,64.56098001797073,3.1150170504447927,957.1315762591357
2020-01-21,30.55305992224533,66.08324231731174,0.14443093071053958,1003.9193297314008
2020-01-22,35.68653999282636,48.37333536867867,5.686577670071822,916.2599327766202
2020-01-23,16.60839010105436,32.29266847283062,1.942209377052846,1021.2063080590176
2020-01-24,1.294291262024414,62.7855378082475,4.323527704848356,924.1865563269192
2020-01-25,1.5599581658180828,49.501728808432844,5.59702928715792,926.8343761061928
2020-01-26,28.447741882547376,22.34075335199322,15.412708944442102,999.5786989785776
2020-01-27,39.738131994912806,34.961476484018775,18.32608837360049,1048.482057028746
2020-01-28,7.551479037041737,35.14494192862078,6.351117553789047,1091.214127849071
2020-01-29,25.639334321115097,70.79706518112582,10.385526833667495,943.060770437419
2020-01-30,25.463501482737193,80.85987265797334,0.35228797606886575,950.9496804527391
2020-01-31,8.574740425979401,60.27350897941088,19.733832393482967,921.2809685112626
2020-02-01,5.161601371344813,65.04071720653235,11.746028214436537,901.5805654268482
2020-02-02,12.259989039803827,63.17342577290232,15.826860505011823,990.4473703041252
2020-02-03,12.218512747456437,36.20586859444384,17.75116496274612,933.8165004192368
2020-02-04,26.445391788192374,86.75781875595095,19.613149521021956,1041.842101341427
2020-02-05,24.539581241742994,33.38418965082628,7.135392857068412,977.7643438083984
2020-02-06,37.03968808513559,75.1888644324996,0.008379328686223264,991.8013115369635
2020-02-07,35.53631682277337,83.44369571901807,11.60305524114652,1060.353662159466
2020-02-08,17.895018271084883,72.10898383137928,9.885447896687204,915.7896748577083
2020-02-09,26.243211386564333,86.88220599778133,12.900473394308722,1046.1021384429719
2020-02-10,18.2945641110773,63.30270572508554,3.5447512806835957,976.7232303020442
2020-02-11,26.668428726242176,25.56349826762252,6.60967876186376,1052.7980726898643
2020-02-12,3.3636164047772388,64.01100951128291,13.821190089519202,911.6380749093024
2020-02-13,11.239066431892963,89.69024256057226,10.26218225657999,977.4769838474521
2020-02-14,31.597175635533926,65.53103623545894,19.70583127628639,964.0426796677283
2020-02-15,39.76020931330966,51.27976607948668,14.027282058415256,1013.1782113411589
2020-02-16,12.672010402847075,83.12037141127053,6.518362845768464,910.2496440912931
2020-02-17,20.201289719026914,29.580950904310498,4.673189042321997,909.9218664149988
2020-02-18,24.484185782982493,48.993010301648084,9.119157176162567,911.7083492761722
2020-02-19,0.3477802337342739,26.826908075987916,11.282282111352638,938.0024609007858
2020-02-20,4.975867635090592,24.11053740399349,3.9028709998331235,1084.3719671030722
2020-02-21,9.138129188624017,63.35579634266739,13.130540532657244,1080.310501794423
2020-02-22,19.20174460764805,67.74845469259452,3.8142038173081505,933.2920152497819
2020-02-23,2.258762500538487,55.752599090966655,12.03370010287276,979.4751371102196
2020-02-24,33.80884531062535,77.99972003483084,7.75876507771037,1056.9094819897068
2020-02-25,24.329419036189016,58.50927440267826,16.03921206016013,1077.4395680190394
2020-02-26,7.7925079932010854,42.03088504110788,3.360658031649677,1081.2749364609103
